ID,Academy,Talent,Training,16End,16Bat,16Bowl,16Tech,16Power,16Keep,16Field,17End,17Bat,17Bowl,17Tech,17Power,17Keep,17Field,18End,18Bat,18Bowl,18Tech,18Power,18Keep,18Field,19End,19Bat,19Bowl,19Tech,19Power,19Keep,19Field,20End,20Bat,20Bowl,20Tech,20Power,20Keep,20Field,21End,21Bat,21Bowl,21Tech,21Power,21Keep,21Field,22End,22Bat,22Bowl,22Tech,22Power,22Keep,22Field,23End,23Bat,23Bowl,23Tech,23Power,23Keep,23Field,24End,24Bat,24Bowl,24Tech,24Power,24Keep,24Field,25End,25Bat,25Bowl,25Tech,25Power,25Keep,25Field,26End,26Bat,26Bowl,26Tech,26Power,26Keep,26Field,27End,27Bat,27Bowl,27Tech,27Power,27Keep,27Field,28End,28Bat,28Bowl,28Tech,28Power,28Keep,28Field,29End,29Bat,29Bowl,29Tech,29Power,29Keep,29Field,30End,30Bat,30Bowl,30Tech,30Power,30Keep,30Field,31End,31Bat,31Bowl,31Tech,31Power,31Keep,31Field
satisfactoryGifted (Batting)All-Rounder,satisfactory,Gifted (Batting),All-Rounder,28,85,71,61,,,,28,81,68,59,,,,28,78,65,56,,,,28,71,59,51,,,,28,66,55,47,,,,28,61,51,44,,,,28,56,46,40,,,,28,50,42,36,,,,28,45,37,32,,,,28,40,33,29,,,,28,35,29,25,,,,28,32,26,23,,,,28,28,23,20,,,,28,24,20,18,,,,28,21,17,15,,,,25,17,14,12,,,
satisfactoryGifted (Batting)Keeper-Batsman,satisfactory,Gifted (Batting),Keeper-Batsman,28,96,,73,,107,40,28,92,,70,,103,38,28,88,,67,,98,36,28,80,,61,,89,33,28,74,,57,,83,31,28,69,,52,,77,28,28,63,,48,,70,26,28,57,,43,,63,23,28,51,,39,,57,21,28,45,,35,,51,19,28,40,,30,,44,16,28,36,,27,,40,15,28,32,,24,,35,13,28,28,,21,,31,11,28,24,,18,,26,10,25,20,,15,,22,8
satisfactoryGifted (Bowling)Bowling,satisfactory,Gifted (Bowling),Bowling,28,,120,73,,,,28,,115,70,,,,28,,110,67,,,,28,,100,61,,,,28,,93,57,,,,28,,86,52,,,,28,,79,48,,,,28,,71,43,,,,28,,64,39,,,,28,,57,35,,,,28,,50,30,,,,28,,45,27,,,,28,,40,24,,,,28,,35,21,,,,28,,30,18,,,,25,,25,15,,,
satisfactoryGifted (Bowling)Bowling-Tech,satisfactory,Gifted (Bowling),Bowling-Tech,28,,88,114,,,,28,,85,109,,,,28,,81,104,,,,28,,73,95,,,,28,,68,88,,,,28,,63,81,,,,28,,58,75,,,,28,,52,67,,,,28,,47,60,,,,28,,42,54,,,,28,,36,47,,,,28,,33,42,,,,28,,29,38,,,,28,,25,33,,,,28,,22,28,,,,25,,18,23,,,
satisfactoryGifted (Bowling)All-Rounder,satisfactory,Gifted (Bowling),All-Rounder,28,71,85,61,,,,28,68,81,59,,,,28,65,78,56,,,,28,59,71,51,,,,28,55,66,47,,,,28,51,61,44,,,,28,46,56,40,,,,28,42,50,36,,,,28,37,45,32,,,,28,33,40,29,,,,28,29,35,25,,,,28,26,32,23,,,,28,23,28,20,,,,28,20,24,18,,,,28,17,21,15,,,,25,14,17,12,,,
satisfactoryGifted (Technique)Batting,satisfactory,Gifted (Technique),Batting,28,100,,88,,,,28,96,,85,,,,28,92,,81,,,,28,84,,73,,,,28,78,,68,,,,28,72,,63,,,,28,66,,58,,,,28,59,,52,,,,28,53,,47,,,,28,47,,42,,,,28,42,,36,,,,28,37,,33,,,,28,33,,29,,,,28,29,,25,,,,28,25,,22,,,,25,21,,18,,,
satisfactoryGifted (Technique)Batting-Tech,satisfactory,Gifted (Technique),Batting-Tech,28,73,,137,,,,28,70,,131,,,,28,67,,125,,,,28,61,,114,,,,28,57,,106,,,,28,52,,98,,,,28,48,,90,,,,28,43,,81,,,,28,39,,73,,,,28,35,,65,,,,28,30,,57,,,,28,27,,51,,,,28,24,,45,,,,28,21,,39,,,,28,18,,34,,,,25,15,,28,,,
satisfactoryGifted (Technique)Bowling,satisfactory,Gifted (Technique),Bowling,28,,100,88,,,,28,,96,85,,,,28,,92,81,,,,28,,84,73,,,,28,,78,68,,,,28,,72,63,,,,28,,66,58,,,,28,,59,52,,,,28,,53,47,,,,28,,47,42,,,,28,,42,36,,,,28,,37,33,,,,28,,33,29,,,,28,,29,25,,,,28,,25,22,,,,25,,21,18,,,
satisfactoryGifted (Technique)Bowling-Tech,satisfactory,Gifted (Technique),Bowling-Tech,28,,73,137,,,,28,,70,131,,,,28,,67,125,,,,28,,61,114,,,,28,,57,106,,,,28,,52,98,,,,28,,48,90,,,,28,,43,81,,,,28,,39,73,,,,28,,35,65,,,,28,,30,57,,,,28,,27,51,,,,28,,24,45,,,,28,,21,39,,,,28,,18,34,,,,25,,15,28,,,
satisfactoryGifted (Technique)All-Rounder,satisfactory,Gifted (Technique),All-Rounder,28,71,71,74,,,,28,68,68,71,,,,28,65,65,68,,,,28,59,59,61,,,,28,55,55,57,,,,28,51,51,53,,,,28,46,46,48,,,,28,42,42,43,,,,28,37,37,39,,,,28,33,33,35,,,,28,29,29,30,,,,28,26,26,27,,,,28,23,23,24,,,,28,20,20,21,,,,28,17,17,18,,,,25,14,14,15,,,
satisfactoryGifted (Technique)Keeping,satisfactory,Gifted (Technique),Keeping,28,,,88,,215,53,28,,,85,,206,51,28,,,81,,197,49,28,,,73,,179,44,28,,,68,,166,41,28,,,63,,154,38,28,,,58,,141,35,28,,,52,,127,31,28,,,47,,114,28,28,,,42,,102,25,28,,,36,,89,22,28,,,33,,80,20,28,,,29,,71,17,28,,,25,,62,15,28,,,22,,53,13,25,,,18,,44,11
satisfactoryGifted (Technique)Keeper-Batsman,satisfactory,Gifted (Technique),Keeper-Batsman,28,80,,88,,107,40,28,77,,85,,103,38,28,73,,81,,98,36,28,67,,73,,89,33,28,62,,68,,83,31,28,57,,63,,77,28,28,53,,58,,70,26,28,47,,52,,63,23,28,43,,47,,57,21,28,38,,42,,51,19,28,33,,36,,44,16,28,30,,33,,40,15,28,26,,29,,35,13,28,23,,25,,31,11,28,20,,22,,26,10,25,16,,18,,22,8
satisfactoryGifted (Technique)Fielding,satisfactory,Gifted (Technique),Fielding,28,,,48,,,295,28,,,46,,,283,28,,,44,,,271,28,,,40,,,246,28,,,37,,,229,28,,,34,,,211,28,,,31,,,194,28,,,28,,,174,28,,,25,,,157,28,,,22,,,140,28,,,20,,,123,28,,,18,,,110,28,,,16,,,98,28,,,14,,,86,28,,,12,,,73,25,,,10,,,61
satisfactoryGifted (Keeping)Keeping,satisfactory,Gifted (Keeping),Keeping,28,,,73,,258,53,28,,,70,,247,51,28,,,67,,236,49,28,,,61,,215,44,28,,,57,,199,41,28,,,52,,184,38,28,,,48,,169,35,28,,,43,,152,31,28,,,39,,137,28,28,,,35,,122,25,28,,,30,,107,22,28,,,27,,96,20,28,,,24,,86,17,28,,,21,,75,15,28,,,18,,64,13,25,,,15,,53,11
satisfactoryGifted (Keeping)Keeper-Batsman,satisfactory,Gifted (Keeping),Keeper-Batsman,28,80,,73,,129,40,28,77,,70,,123,38,28,73,,67,,118,36,28,67,,61,,107,33,28,62,,57,,99,31,28,57,,52,,92,28,28,53,,48,,84,26,28,47,,43,,76,23,28,43,,39,,68,21,28,38,,35,,61,19,28,33,,30,,53,16,28,30,,27,,48,15,28,26,,24,,43,13,28,23,,21,,37,11,28,20,,18,,32,10,25,16,,15,,26,8
satisfactoryGifted (Fielding)Keeping,satisfactory,Gifted (Fielding),Keeping,28,,,73,,215,64,28,,,70,,206,61,28,,,67,,197,59,28,,,61,,179,53,28,,,57,,166,49,28,,,52,,154,46,28,,,48,,141,42,28,,,43,,127,38,28,,,39,,114,34,28,,,35,,102,30,28,,,30,,89,26,28,,,27,,80,24,28,,,24,,71,21,28,,,21,,62,18,28,,,18,,53,16,25,,,15,,44,13
satisfactoryGifted (Fielding)Keeper-Batsman,satisfactory,Gifted (Fielding),Keeper-Batsman,28,80,,73,,107,48,28,77,,70,,103,46,28,73,,67,,98,44,28,67,,61,,89,40,28,62,,57,,83,37,28,57,,52,,77,34,28,53,,48,,70,31,28,47,,43,,63,28,28,43,,39,,57,25,28,38,,35,,51,22,28,33,,30,,44,20,28,30,,27,,40,18,28,26,,24,,35,16,28,23,,21,,31,14,28,20,,18,,26,12,25,16,,15,,22,10
satisfactoryGifted (Fielding)Fielding,satisfactory,Gifted (Fielding),Fielding,28,,,40,,,354,28,,,38,,,340,28,,,36,,,325,28,,,33,,,295,28,,,31,,,274,28,,,28,,,254,28,,,26,,,233,28,,,23,,,209,28,,,21,,,189,28,,,19,,,168,28,,,16,,,147,28,,,15,,,133,28,,,13,,,118,28,,,11,,,103,28,,,10,,,88,25,,,8,,,73
satisfactoryGifted (Endurance)Batting,satisfactory,Gifted (Endurance),Batting,33,100,,73,,,,33,96,,70,,,,33,92,,67,,,,33,84,,61,,,,33,78,,57,,,,33,72,,52,,,,33,66,,48,,,,33,59,,43,,,,33,53,,39,,,,33,47,,35,,,,33,42,,30,,,,33,37,,27,,,,33,33,,24,,,,33,29,,21,,,,33,25,,18,,,,30,21,,15,,,
satisfactoryGifted (Endurance)Batting-Tech,satisfactory,Gifted (Endurance),Batting-Tech,33,73,,114,,,,33,70,,109,,,,33,67,,104,,,,33,61,,95,,,,33,57,,88,,,,33,52,,81,,,,33,48,,75,,,,33,43,,67,,,,33,39,,60,,,,33,35,,54,,,,33,30,,47,,,,33,27,,42,,,,33,24,,38,,,,33,21,,33,,,,33,18,,28,,,,30,15,,23,,,
satisfactoryGifted (Endurance)Bowling,satisfactory,Gifted (Endurance),Bowling,33,,100,73,,,,33,,96,70,,,,33,,92,67,,,,33,,84,61,,,,33,,78,57,,,,33,,72,52,,,,33,,66,48,,,,33,,59,43,,,,33,,53,39,,,,33,,47,35,,,,33,,42,30,,,,33,,37,27,,,,33,,33,24,,,,33,,29,21,,,,33,,25,18,,,,30,,21,15,,,
satisfactoryGifted (Endurance)Bowling-Tech,satisfactory,Gifted (Endurance),Bowling-Tech,33,,73,114,,,,33,,70,109,,,,33,,67,104,,,,33,,61,95,,,,33,,57,88,,,,33,,52,81,,,,33,,48,75,,,,33,,43,67,,,,33,,39,60,,,,33,,35,54,,,,33,,30,47,,,,33,,27,42,,,,33,,24,38,,,,33,,21,33,,,,33,,18,28,,,,30,,15,23,,,
satisfactoryGifted (Endurance)All-Rounder,satisfactory,Gifted (Endurance),All-Rounder,33,71,71,61,,,,33,68,68,59,,,,33,65,65,56,,,,33,59,59,51,,,,33,55,55,47,,,,33,51,51,44,,,,33,46,46,40,,,,33,42,42,36,,,,33,37,37,32,,,,33,33,33,29,,,,33,29,29,25,,,,33,26,26,23,,,,33,23,23,20,,,,33,20,20,18,,,,33,17,17,15,,,,30,14,14,12,,,
satisfactoryGifted (Endurance)Keeping,satisfactory,Gifted (Endurance),Keeping,33,,,73,,215,53,33,,,70,,206,51,33,,,67,,197,49,33,,,61,,179,44,33,,,57,,166,41,33,,,52,,154,38,33,,,48,,141,35,33,,,43,,127,31,33,,,39,,114,28,33,,,35,,102,25,33,,,30,,89,22,33,,,27,,80,20,33,,,24,,71,17,33,,,21,,62,15,33,,,18,,53,13,30,,,15,,44,11
satisfactoryGifted (Endurance)Keeper-Batsman,satisfactory,Gifted (Endurance),Keeper-Batsman,33,80,,73,,107,40,33,77,,70,,103,38,33,73,,67,,98,36,33,67,,61,,89,33,33,62,,57,,83,31,33,57,,52,,77,28,33,53,,48,,70,26,33,47,,43,,63,23,33,43,,39,,57,21,33,38,,35,,51,19,33,33,,30,,44,16,33,30,,27,,40,15,33,26,,24,,35,13,33,23,,21,,31,11,33,20,,18,,26,10,30,16,,15,,22,8
satisfactoryGifted (Endurance)Fielding,satisfactory,Gifted (Endurance),Fielding,33,,,40,,,295,33,,,38,,,283,33,,,36,,,271,33,,,33,,,246,33,,,31,,,229,33,,,28,,,211,33,,,26,,,194,33,,,23,,,174,33,,,21,,,157,33,,,19,,,140,33,,,16,,,123,33,,,15,,,110,33,,,13,,,98,33,,,11,,,86,33,,,10,,,73,30,,,8,,,61
satisfactoryGifted (Endurance)Fitness,satisfactory,Gifted (Endurance),Fitness,268,,,,39,,,268,,,,47,,,268,,,,54,,,268,,,,62,,,268,,,,66,,,268,,,,70,,,268,,,,74,,,268,,,,78,,,268,,,,78,,,268,,,,78,,,268,,,,78,,,268,,,,78,,,268,,,,70,,,268,,,,62,,,268,,,,54,,,241,,,,47,,
satisfactoryGifted (Endurance)Strength,satisfactory,Gifted (Endurance),Strength,87,,,,106,,,87,,,,127,,,87,,,,148,,,87,,,,170,,,87,,,,180,,,87,,,,191,,,87,,,,202,,,87,,,,212,,,87,,,,212,,,87,,,,212,,,87,,,,212,,,87,,,,212,,,87,,,,191,,,87,,,,170,,,87,,,,148,,,78,,,,127,,
satisfactoryGifted (Power)Fitness,satisfactory,Gifted (Power),Fitness,224,,,,47,,,224,,,,56,,,224,,,,65,,,224,,,,75,,,224,,,,79,,,224,,,,84,,,224,,,,89,,,224,,,,94,,,224,,,,94,,,224,,,,94,,,224,,,,94,,,224,,,,94,,,224,,,,84,,,224,,,,75,,,224,,,,65,,,201,,,,56,,
satisfactoryGifted (Power)Strength,satisfactory,Gifted (Power),Strength,72,,,,127,,,72,,,,153,,,72,,,,178,,,72,,,,204,,,72,,,,217,,,72,,,,229,,,72,,,,242,,,72,,,,255,,,72,,,,255,,,72,,,,255,,,72,,,,255,,,72,,,,255,,,72,,,,229,,,72,,,,204,,,72,,,,178,,,65,,,,153,,
reasonableNoneBatting,reasonable,None,Batting,27,97,,71,,,,27,93,,68,,,,27,89,,65,,,,27,81,,59,,,,27,75,,55,,,,27,69,,51,,,,27,64,,47,,,,27,57,,42,,,,27,52,,38,,,,27,46,,34,,,,27,40,,29,,,,27,36,,26,,,,27,32,,23,,,,27,28,,20,,,,27,24,,17,,,,24,20,,14,,,
reasonableNoneBatting-Tech,reasonable,None,Batting-Tech,27,71,,110,,,,27,68,,106,,,,27,65,,101,,,,27,59,,92,,,,27,55,,85,,,,27,51,,79,,,,27,47,,73,,,,27,42,,65,,,,27,38,,59,,,,27,34,,52,,,,27,29,,45,,,,27,26,,41,,,,27,23,,37,,,,27,20,,32,,,,27,17,,27,,,,24,14,,23,,,
reasonableNoneBowling,reasonable,None,Bowling,27,,97,71,,,,27,,93,68,,,,27,,89,65,,,,27,,81,59,,,,27,,75,55,,,,27,,69,51,,,,27,,64,47,,,,27,,57,42,,,,27,,52,38,,,,27,,46,34,,,,27,,40,29,,,,27,,36,26,,,,27,,32,23,,,,27,,28,20,,,,27,,24,17,,,,24,,20,14,,,
reasonableNoneBowling-Tech,reasonable,None,Bowling-Tech,27,,71,110,,,,27,,68,106,,,,27,,65,101,,,,27,,59,92,,,,27,,55,85,,,,27,,51,79,,,,27,,47,73,,,,27,,42,65,,,,27,,38,59,,,,27,,34,52,,,,27,,29,45,,,,27,,26,41,,,,27,,23,37,,,,27,,20,32,,,,27,,17,27,,,,24,,14,23,,,
reasonableNoneAll-Rounder,reasonable,None,All-Rounder,27,68,68,59,,,,27,66,66,57,,,,27,63,63,54,,,,27,57,57,50,,,,27,53,53,46,,,,27,49,49,43,,,,27,45,45,39,,,,27,41,41,35,,,,27,36,36,32,,,,27,32,32,28,,,,27,28,28,25,,,,27,25,25,22,,,,27,23,23,20,,,,27,20,20,17,,,,27,17,17,15,,,,24,14,14,12,,,
reasonableNoneKeeping,reasonable,None,Keeping,27,,,71,,209,52,27,,,68,,200,50,27,,,65,,191,47,27,,,59,,174,43,27,,,55,,162,40,27,,,51,,149,37,27,,,47,,137,34,27,,,42,,123,30,27,,,38,,111,27,27,,,34,,99,24,27,,,29,,86,21,27,,,26,,78,19,27,,,23,,69,17,27,,,20,,61,15,27,,,17,,52,13,24,,,14,,43,10
reasonableNoneKeeper-Batsman,reasonable,None,Keeper-Batsman,27,78,,71,,104,39,27,75,,68,,100,37,27,71,,65,,95,35,27,65,,59,,87,32,27,60,,55,,80,30,27,56,,51,,74,28,27,51,,47,,68,25,27,46,,42,,61,23,27,41,,38,,55,20,27,37,,34,,49,18,27,32,,29,,43,16,27,29,,26,,39,14,27,26,,23,,34,13,27,22,,20,,30,11,27,19,,17,,26,9,24,16,,14,,21,8
reasonableNoneFielding,reasonable,None,Fielding,27,,,39,,,287,27,,,37,,,275,27,,,35,,,261,27,,,32,,,239,27,,,30,,,223,27,,,28,,,206,27,,,25,,,189,27,,,23,,,170,27,,,20,,,153,27,,,18,,,136,27,,,16,,,119,27,,,14,,,107,27,,,13,,,95,27,,,11,,,83,27,,,9,,,71,24,,,8,,,59
reasonableNoneFitness,reasonable,None,Fitness,218,,,,38,,,218,,,,45,,,218,,,,53,,,218,,,,60,,,218,,,,64,,,218,,,,68,,,218,,,,72,,,218,,,,76,,,218,,,,76,,,218,,,,76,,,218,,,,76,,,218,,,,76,,,218,,,,68,,,218,,,,61,,,218,,,,53,,,196,,,,45,,
reasonableNoneStrength,reasonable,None,Strength,70,,,,103,,,70,,,,124,,,70,,,,144,,,70,,,,165,,,70,,,,174,,,70,,,,186,,,70,,,,196,,,70,,,,207,,,70,,,,207,,,70,,,,207,,,70,,,,207,,,70,,,,207,,,70,,,,186,,,70,,,,165,,,70,,,,144,,,63,,,,124,,
reasonableProdigyBatting,reasonable,Prodigy,Batting,32,117,,86,,,,32,112,,82,,,,32,107,,78,,,,32,97,,71,,,,32,90,,66,,,,27,69,,51,,,,27,64,,47,,,,27,57,,42,,,,27,52,,38,,,,27,46,,34,,,,27,40,,29,,,,27,36,,26,,,,27,32,,23,,,,27,28,,20,,,,27,24,,17,,,,24,20,,14,,,
reasonableProdigyBatting-Tech,reasonable,Prodigy,Batting-Tech,32,86,,133,,,,32,82,,127,,,,32,78,,121,,,,32,71,,110,,,,32,66,,103,,,,27,51,,79,,,,27,47,,73,,,,27,42,,65,,,,27,38,,59,,,,27,34,,52,,,,27,29,,45,,,,27,26,,41,,,,27,23,,37,,,,27,20,,32,,,,27,17,,27,,,,24,14,,23,,,
reasonableProdigyBowling,reasonable,Prodigy,Bowling,32,,117,86,,,,32,,112,82,,,,32,,107,78,,,,32,,97,71,,,,32,,90,66,,,,27,,69,51,,,,27,,64,47,,,,27,,57,42,,,,27,,52,38,,,,27,,46,34,,,,27,,40,29,,,,27,,36,26,,,,27,,32,23,,,,27,,28,20,,,,27,,24,17,,,,24,,20,14,,,
reasonableProdigyBowling-Tech,reasonable,Prodigy,Bowling-Tech,32,,86,133,,,,32,,82,127,,,,32,,78,121,,,,32,,71,110,,,,32,,66,103,,,,27,,51,79,,,,27,,47,73,,,,27,,42,65,,,,27,,38,59,,,,27,,34,52,,,,27,,29,45,,,,27,,26,41,,,,27,,23,37,,,,27,,20,32,,,,27,,17,27,,,,24,,14,23,,,
reasonableProdigyAll-Rounder,reasonable,Prodigy,All-Rounder,32,82,82,72,,,,32,79,79,69,,,,32,75,75,66,,,,32,69,69,60,,,,32,64,64,55,,,,27,49,49,43,,,,27,45,45,39,,,,27,41,41,35,,,,27,36,36,32,,,,27,32,32,28,,,,27,28,28,25,,,,27,25,25,22,,,,27,23,23,20,,,,27,20,20,17,,,,27,17,17,15,,,,24,14,14,12,,,
reasonableProdigyKeeping,reasonable,Prodigy,Keeping,32,,,86,,251,62,32,,,82,,240,60,32,,,79,,230,57,32,,,71,,209,52,32,,,66,,194,48,27,,,51,,149,37,27,,,47,,137,34,27,,,42,,123,30,27,,,38,,111,27,27,,,34,,99,24,27,,,29,,86,21,27,,,26,,78,19,27,,,23,,69,17,27,,,20,,61,15,27,,,17,,52,13,24,,,14,,43,10
reasonableProdigyKeeper-Batsman,reasonable,Prodigy,Keeper-Batsman,32,94,,86,,125,47,32,90,,82,,120,45,32,86,,79,,115,43,32,78,,71,,104,39,32,72,,66,,97,36,27,56,,51,,74,28,27,51,,47,,68,25,27,46,,42,,61,23,27,41,,38,,55,20,27,37,,34,,49,18,27,32,,29,,43,16,27,29,,26,,39,14,27,26,,23,,34,13,27,22,,20,,30,11,27,19,,17,,26,9,24,16,,14,,21,8
reasonableProdigyFielding,reasonable,Prodigy,Fielding,32,,,47,,,345,32,,,45,,,330,32,,,42,,,314,32,,,39,,,287,32,,,36,,,267,27,,,28,,,206,27,,,25,,,189,27,,,23,,,170,27,,,20,,,153,27,,,18,,,136,27,,,16,,,119,27,,,14,,,107,27,,,13,,,95,27,,,11,,,83,27,,,9,,,71,24,,,8,,,59
reasonableProdigyFitness,reasonable,Prodigy,Fitness,261,,,,45,,,261,,,,54,,,261,,,,64,,,261,,,,73,,,261,,,,77,,,218,,,,68,,,218,,,,72,,,218,,,,76,,,218,,,,76,,,218,,,,76,,,218,,,,76,,,218,,,,76,,,218,,,,68,,,218,,,,61,,,218,,,,53,,,196,,,,45,,
reasonableProdigyStrength,reasonable,Prodigy,Strength,85,,,,124,,,85,,,,149,,,85,,,,173,,,85,,,,198,,,85,,,,209,,,70,,,,186,,,70,,,,196,,,70,,,,207,,,70,,,,207,,,70,,,,207,,,70,,,,207,,,70,,,,207,,,70,,,,186,,,70,,,,165,,,70,,,,144,,,63,,,,124,,
reasonableGifted (Batting)Batting,reasonable,Gifted (Batting),Batting,27,117,,71,,,,27,112,,68,,,,27,107,,65,,,,27,97,,59,,,,27,90,,55,,,,27,84,,51,,,,27,77,,47,,,,27,69,,42,,,,27,62,,38,,,,27,55,,34,,,,27,49,,29,,,,27,44,,26,,,,27,39,,23,,,,27,34,,20,,,,27,29,,17,,,,24,24,,14,,,
reasonableGifted (Batting)Batting-Tech,reasonable,Gifted (Batting),Batting-Tech,27,86,,110,,,,27,82,,106,,,,27,78,,101,,,,27,71,,92,,,,27,66,,85,,,,27,61,,79,,,,27,56,,73,,,,27,51,,65,,,,27,46,,59,,,,27,41,,52,,,,27,35,,45,,,,27,32,,41,,,,27,28,,37,,,,27,25,,32,,,,27,21,,27,,,,24,17,,23,,,
reasonableGifted (Batting)All-Rounder,reasonable,Gifted (Batting),All-Rounder,27,82,68,59,,,,27,79,66,57,,,,27,75,63,54,,,,27,69,57,50,,,,27,64,53,46,,,,27,59,49,43,,,,27,54,45,39,,,,27,49,41,35,,,,27,44,36,32,,,,27,39,32,28,,,,27,34,28,25,,,,27,31,25,22,,,,27,27,23,20,,,,27,24,20,17,,,,27,20,17,15,,,,24,17,14,12,,,
reasonableGifted (Batting)Keeper-Batsman,reasonable,Gifted (Batting),Keeper-Batsman,27,94,,71,,104,39,27,90,,68,,100,37,27,86,,65,,95,35,27,78,,59,,87,32,27,72,,55,,80,30,27,67,,51,,74,28,27,61,,47,,68,25,27,55,,42,,61,23,27,50,,38,,55,20,27,44,,34,,49,18,27,39,,29,,43,16,27,35,,26,,39,14,27,31,,23,,34,13,27,27,,20,,30,11,27,23,,17,,26,9,24,19,,14,,21,8
reasonableGifted (Bowling)Bowling,reasonable,Gifted (Bowling),Bowling,27,,117,71,,,,27,,112,68,,,,27,,107,65,,,,27,,97,59,,,,27,,90,55,,,,27,,84,51,,,,27,,77,47,,,,27,,69,42,,,,27,,62,38,,,,27,,55,34,,,,27,,49,29,,,,27,,44,26,,,,27,,39,23,,,,27,,34,20,,,,27,,29,17,,,,24,,24,14,,,
reasonableGifted (Bowling)Bowling-Tech,reasonable,Gifted (Bowling),Bowling-Tech,27,,86,110,,,,27,,82,106,,,,27,,78,101,,,,27,,71,92,,,,27,,66,85,,,,27,,61,79,,,,27,,56,73,,,,27,,51,65,,,,27,,46,59,,,,27,,41,52,,,,27,,35,45,,,,27,,32,41,,,,27,,28,37,,,,27,,25,32,,,,27,,21,27,,,,24,,17,23,,,
reasonableGifted (Bowling)All-Rounder,reasonable,Gifted (Bowling),All-Rounder,27,68,82,59,,,,27,66,79,57,,,,27,63,75,54,,,,27,57,69,50,,,,27,53,64,46,,,,27,49,59,43,,,,27,45,54,39,,,,27,41,49,35,,,,27,36,44,32,,,,27,32,39,28,,,,27,28,34,25,,,,27,25,31,22,,,,27,23,27,20,,,,27,20,24,17,,,,27,17,20,15,,,,24,14,17,12,,,
reasonableGifted (Technique)Batting,reasonable,Gifted (Technique),Batting,27,97,,86,,,,27,93,,82,,,,27,89,,78,,,,27,81,,71,,,,27,75,,66,,,,27,69,,61,,,,27,64,,56,,,,27,57,,50,,,,27,52,,46,,,,27,46,,41,,,,27,40,,35,,,,27,36,,32,,,,27,32,,28,,,,27,28,,25,,,,27,24,,21,,,,24,20,,17,,,
reasonableGifted (Technique)Batting-Tech,reasonable,Gifted (Technique),Batting-Tech,27,71,,133,,,,27,68,,127,,,,27,65,,121,,,,27,59,,110,,,,27,55,,103,,,,27,51,,95,,,,27,47,,87,,,,27,42,,78,,,,27,38,,71,,,,27,34,,63,,,,27,29,,55,,,,27,26,,50,,,,27,23,,44,,,,27,20,,38,,,,27,17,,33,,,,24,14,,27,,,
reasonableGifted (Technique)Bowling,reasonable,Gifted (Technique),Bowling,27,,97,86,,,,27,,93,82,,,,27,,89,78,,,,27,,81,71,,,,27,,75,66,,,,27,,69,61,,,,27,,64,56,,,,27,,57,50,,,,27,,52,46,,,,27,,46,41,,,,27,,40,35,,,,27,,36,32,,,,27,,32,28,,,,27,,28,25,,,,27,,24,21,,,,24,,20,17,,,
reasonableGifted (Technique)Bowling-Tech,reasonable,Gifted (Technique),Bowling-Tech,27,,71,133,,,,27,,68,127,,,,27,,65,121,,,,27,,59,110,,,,27,,55,103,,,,27,,51,95,,,,27,,47,87,,,,27,,42,78,,,,27,,38,71,,,,27,,34,63,,,,27,,29,55,,,,27,,26,50,,,,27,,23,44,,,,27,,20,38,,,,27,,17,33,,,,24,,14,27,,,
reasonableGifted (Technique)All-Rounder,reasonable,Gifted (Technique),All-Rounder,27,68,68,72,,,,27,66,66,69,,,,27,63,63,66,,,,27,57,57,60,,,,27,53,53,55,,,,27,49,49,51,,,,27,45,45,47,,,,27,41,41,42,,,,27,36,36,38,,,,27,32,32,34,,,,27,28,28,30,,,,27,25,25,27,,,,27,23,23,24,,,,27,20,20,21,,,,27,17,17,18,,,,24,14,14,15,,,
reasonableGifted (Technique)Keeping,reasonable,Gifted (Technique),Keeping,27,,,86,,209,52,27,,,82,,200,50,27,,,79,,191,47,27,,,71,,174,43,27,,,66,,162,40,27,,,61,,149,37,27,,,56,,137,34,27,,,51,,123,30,27,,,46,,111,27,27,,,41,,99,24,27,,,35,,86,21,27,,,32,,78,19,27,,,28,,69,17,27,,,25,,61,15,27,,,21,,52,13,24,,,17,,43,10
reasonableGifted (Technique)Keeper-Batsman,reasonable,Gifted (Technique),Keeper-Batsman,27,78,,86,,104,39,27,75,,82,,100,37,27,71,,79,,95,35,27,65,,71,,87,32,27,60,,66,,80,30,27,56,,61,,74,28,27,51,,56,,68,25,27,46,,51,,61,23,27,41,,46,,55,20,27,37,,41,,49,18,27,32,,35,,43,16,27,29,,32,,39,14,27,26,,28,,34,13,27,22,,25,,30,11,27,19,,21,,26,9,24,16,,17,,21,8
reasonableGifted (Technique)Fielding,reasonable,Gifted (Technique),Fielding,27,,,47,,,287,27,,,45,,,275,27,,,42,,,261,27,,,39,,,239,27,,,36,,,223,27,,,33,,,206,27,,,30,,,189,27,,,27,,,170,27,,,25,,,153,27,,,22,,,136,27,,,19,,,119,27,,,17,,,107,27,,,15,,,95,27,,,13,,,83,27,,,11,,,71,24,,,9,,,59
